,City,Cloudiness,Country,Date,Humidity,lat,Lng,max_temp,Wind Speed
284,touros,0,RU,1587837857,89,64.38,-173.3,21.54,1.88
285,mogadouro,1,CA,1587837858,60,53.83,-101.25,41,10.29
286,inirida,66,IN,1587837859,62,16.4,74.2,74.52,5.68
287,lasa,90,KI,1587837668,100,1.33,172.98,75.2,3.36
288,mount gambier,72,NZ,1587837697,93,-43.53,172.63,53.01,5.82
289,valmiera,26,VE,1587837863,31,9.35,-65.32,96.84,6.29
290,lingao,40,MX,1587837864,78,19.22,-104.7,77,9.17
291,clyde river,98,CA,1587837865,70,60.75,-137.51,32,5.68
292,mys shmidta,99,LK,1587837867,76,6.12,81.12,83.59,3.09
293,kruisfontein,1,US,1587837868,15,32.77,-108.28,75.99,10.29
294,mahaicony,48,BY,1587837624,49,53.9,27.57,46.4,8.95
295,bykovo,75,AR,1587837870,76,-43.3,-65.1,55.4,13.87
296,loa janan,100,ID,1587837871,86,4.14,96.13,78.75,8.16
297,sokol,40,BB,1587837872,58,13.22,-59.52,87.8,25.28
298,tuktoyaktuk,90,GE,1587837874,81,41.96,42.96,51.8,6.93
299,kununurra,97,BR,1587837875,27,-32.03,-52.1,91.4,8.05
300,duxbury,88,RU,1587837876,69,55.51,31.85,38.59,4.47
301,waddan,78,LY,1587837877,23,31.45,12.98,78.13,12.1
302,el salto,54,MX,1587837878,12,18.88,-100.73,103.6,4.52
303,port lincoln,20,US,1587837880,87,40.6,-124.16,63,4.7
304,tocopilla,1,MK,1587837881,42,41.43,22.01,66.2,4.7
305,ulladulla,38,ML,1587837882,9,16.41,-3.67,102.49,10.13
306,nyurba,98,RU,1587837883,96,67.47,78.7,23.79,16.26
307,tahta,35,AF,1587837885,39,35.83,66.17,57.63,2.8
308,heubach,99,FO,1587837886,75,62.23,-6.59,44.6,10.29
309,provideniya,93,GL,1587837887,68,68.71,-52.87,40.57,15.08
310,the pas,0,RU,1587837888,93,59.38,143.3,29.25,7.07
311,murgud,90,US,1587837739,67,38.15,-79.07,64.4,8.05
312,bairiki,69,CF,1587837891,27,7.24,16.44,86.43,1.03
313,christchurch,45,ZA,1587837892,79,-33.02,27.91,66.18,10.47
314,mrirt,75,RU,1587837893,96,69.19,33.25,32,11.18
315,zaraza,35,SD,1587837894,9,15.16,33.14,92.14,10.42
316,san patricio,2,AU,1587837896,82,-24.85,152.35,62.6,6.93
317,haines junction,0,OM,1587837897,41,22.57,59.53,86.09,7
318,hambantota,90,RU,1587837898,62,54.75,55.33,53.6,22.37
319,silver city,100,RU,1587837899,91,71.69,128.87,33.15,15.66
320,minsk,0,MR,1587837900,14,20.5,-10.07,87.78,7.99
321,rawson,0,CL,1587837902,99,-32.83,-70.6,72,1.01
322,meulaboh,59,CN,1587837903,17,38.42,77.24,68.5,5.64
323,bathsheba,75,SA,1587837778,27,24.69,46.72,89.6,10.29
324,toliary,1,CA,1587837905,17,49.12,-68.4,42.8,14.99
325,khani,36,AU,1587837906,82,-34.58,150.86,68,1.01
326,rio grande,8,ER,1587837907,51,13.93,41.69,91.24,13.62
327,przhevalskoye,83,NO,1587837909,75,62.58,6.13,45,4.7
328,mizdah,100,BS,1587837910,84,25.5,-76.65,80.04,13.27
329,tiquicheo,97,NC,1587837911,77,-21.13,164.9,68.92,5.57
330,fortuna,8,IN,1587837912,76,25.52,90.22,68.88,2.82
331,kavadarci,0,CN,1587837914,49,35.41,116.58,48.4,6.31
332,goundam,8,ML,1587837915,11,22.68,-3.98,94.03,13.71
333,tazovskiy,8,TR,1587837721,31,38.92,34.67,48.13,4.16
334,sar-e pul,20,ID,1587837917,94,-8.19,114.97,82.4,8.05
335,klaksvik,75,TM,1587837919,59,37.5,61.97,66.2,6.93
336,aasiaat,1,PE,1587837896,83,-13.41,-76.13,73,10.29
337,okhotsk,90,RU,1587837921,60,66.42,112.4,41,11.18
338,meyungs,0,CN,1587837922,10,43.8,87.6,75.2,13.42
339,attawapiskat,1,MU,1587837923,89,-20.01,57.66,75.99,4
340,staunton,94,BY,1587837925,68,52.8,28,46.56,11.21
341,paoua,100,RU,1587837926,51,53.45,56.04,46.85,18.01
342,east london,96,RU,1587837927,45,62.54,113.96,42.8,11.18
343,snezhnogorsk,1,CL,1587837929,54,-25.4,-70.48,71.13,6.89
344,wad rawah,100,US,1587837930,44,38.03,-121.88,80.01,1.99
345,bundaberg,0,IN,1587837931,85,20.71,70.98,80.02,15.1
346,sur,75,US,1587837932,27,46.36,-94.2,64.4,9.17
347,dmitriyevka,65,IN,1587837933,74,18.93,84.6,81.03,5.08
348,tiksi,10,RE,1587837934,83,-21.37,55.62,77,3.36
349,adrar,100,ID,1587837936,80,-7.95,110.28,79.66,4.16
350,los andes,19,CA,1587837937,83,51.23,-58.65,35.46,12.57
351,shache,95,SO,1587837938,77,2.04,45.34,83.41,12.82
352,riyadh,40,GT,1587837939,63,14.3,-91.92,91.4,9.17
353,chute-aux-outardes,2,NO,1587837940,76,58.38,8.68,50,11.41
354,flinders,2,PE,1587837941,58,-11.1,-77.61,77.38,9.55
355,edd,65,LY,1587837943,31,31.76,13.99,74.7,18.72
356,roald,5,KZ,1587837944,53,52.83,70.78,44.78,6.08
357,dunmore town,75,US,1587837945,75,57.05,-135.33,46.4,5.82
358,pouembout,0,NA,1587837946,72,-26.65,15.16,65.84,6.6
359,tura,28,RU,1587837947,80,57.31,32.08,33.67,2.57
360,jining,40,IE,1587837778,93,52.33,-6.46,55.99,4.7
361,taoudenni,1,PE,1587837950,51,-6.84,-79.93,84.2,9.17
362,nevsehir,23,AU,1587837952,83,-12.49,130.98,80.6,2.24
363,banjar,100,RU,1587837954,81,52.78,37.68,49.5,8.75
364,murgab,75,MA,1587837955,82,35.17,-2.93,62.6,13.87
365,chincha alta,1,CO,1587837956,37,4.79,-71.34,95.16,10.6
366,udachnyy,0,EG,1587837958,43,29.07,31.1,69.4,12.21
367,urumqi,37,EG,1587837959,48,29.97,32.53,68.88,13.94
368,grand gaube,33,TM,1587837961,35,39.48,62.91,75.06,10.09
369,naftah,0,RU,1587837861,94,66.83,70.83,19.83,11.43
370,lyuban,42,MV,1587837963,71,5.67,73,85.64,5.08
371,ishimbay,20,JP,1587837964,59,35.13,140.3,61,23.04
372,mirnyy,66,CM,1587837966,64,2.67,12.71,76.57,3.65
373,taltal,14,US,1587837791,17,36.21,-115.98,84,1.01
374,pittsburg,86,CN,1587837968,88,22.55,114.07,71.01,4.47
375,diu,1,US,1587837970,36,36.68,-101.48,64.4,11.41
376,brainerd,67,LK,1587837971,85,6.8,81.48,77.58,0.83
377,sompeta,40,PA,1587837877,48,8.62,-80.6,85.95,9.62
378,saint-joseph,87,SO,1587837973,72,7.98,49.82,84.67,11.61
379,bambanglipuro,99,ID,1587837974,77,-10.17,123.58,81.14,14.9
380,saint-augustin,55,US,1587837976,58,42.25,-75.83,59,1.99
381,mogadishu,75,PR,1587837977,62,18.43,-65.83,87.8,21.92
382,champerico,100,KE,1587837978,80,-2.27,40.9,81.07,10.16
383,fort saint john,20,MU,1587837979,94,-20.52,57.52,77,3.36
384,fevik,100,RU,1587837980,97,69.7,170.31,17.73,5.99
385,hualmay,75,MY,1587837982,100,4.41,114.01,78.8,2.24
386,bani walid,65,CN,1587837983,74,46.08,125.98,46,4.47
387,stepnyak,1,US,1587837984,71,42.21,-121.74,61,4.74
388,sitka,100,ID,1587837986,81,5.18,97.15,79.86,4.29
389,luderitz,20,KY,1587837987,74,19.37,-81.42,87.8,14.99
390,marevo,100,RU,1587837988,99,64.52,34.77,32.02,9.89
391,wexford,7,AR,1587837989,31,-29.41,-66.85,80.91,6.93
392,pimentel,98,IN,1587837991,23,34.03,75.33,43.29,5.66
393,tumannyy,75,GL,1587837992,84,64.18,-51.72,37,11.41
394,palmerston,20,AI,1587837886,55,18.22,-63.06,86,12.75
395,krasnaya zarya,60,NA,1587837994,25,-28.02,18.75,73.51,6.46
396,nador,86,BR,1587837995,70,-17.84,-42.08,69.33,3.4
397,orocue,100,NC,1587837997,72,-20.23,164.02,75.65,15.7
398,beni suef,90,US,1587837821,75,41.59,-83.89,46.4,9.17
399,suez,95,RU,1587837999,93,68.05,166.44,21.74,1.95
400,seydi,98,RU,1587838000,63,56.67,96.06,52.93,11.23
401,yar-sale,0,IR,1587838001,14,31.27,56.81,77.58,5.32
402,ugoofaaru,1,CA,1587838003,20,44.08,-80.2,57,9.17
403,katsuura,11,NZ,1587838004,85,-41.28,173.28,48.99,4
404,akom,0,IN,1587838005,87,22.24,68.97,81.57,16.75
405,pahrump,51,ZA,1587838006,31,-31.47,19.78,71.44,3.29
406,shenzhen,90,GL,1587838008,80,60.72,-46.03,35.6,10.29
407,guymon,1,US,1587838009,18,32.83,-109.71,80.6,4.7
408,wattegama,28,PG,1587838010,77,-6.22,155.63,79.95,3.6
409,el cope,75,MY,1587838011,88,6.88,116.85,82.4,2.24
410,eyl,99,CN,1587838013,48,25.48,103.78,44.06,2.86
411,kupang,100,BR,1587838014,84,-3.89,-59.09,79,1.41
412,broome,9,KZ,1587838015,48,51.67,75.37,47.21,7.36
413,vieques,39,GF,1587837726,94,4.93,-52.33,78.8,14.99
414,lamu,80,GH,1587838017,80,4.87,-2.24,82.06,11.32
415,souillac,94,ID,1587838018,94,-0.32,102.35,75.9,0.89
416,pevek,27,RU,1587838020,62,52.25,117.71,36.03,1.79
417,miri,60,IS,1587838021,77,64.25,-15.21,40.91,17.81
418,zhaodong,0,SA,1587838022,16,26.33,43.98,93.2,5.82
419,altamont,25,BR,1587838023,57,-24.11,-49.33,82.99,1.99
420,lhokseumawe,1,CL,1587838024,69,-35.33,-72.42,63.61,11.63
421,buqayq,88,CN,1587838026,39,39.03,121.69,50,2.24
422,west bay,20,EE,1587838027,35,58.73,26.34,42.8,9.17
423,belomorsk,75,PT,1587837829,72,38.73,-27.07,62.6,24
424,rioja,1,US,1587837769,63,64.5,-165.41,30.2,9.17
425,pahalgam,25,BR,1587838032,77,-17.71,-39.25,79.47,15.64
426,nuuk,71,RU,1587838033,77,41.83,48.23,49.05,7.16
427,the valley,51,BR,1587838035,68,-11.73,-49.07,83.44,8.59
428,karasburg,69,MN,1587838037,43,47.91,106.88,33.8,4.47
429,ormos korthiou,100,JP,1587838038,87,43.32,145.57,43.83,21.88
430,malacacheta,75,UY,1587838040,82,-34.67,-54.92,68,16.11
431,poum,14,GF,1587838042,81,5.38,-52.95,80.96,10.47
432,swanton,4,ZA,1587838043,59,-33.29,23.49,57.31,11.54
433,bilibino,35,TL,1587838045,67,-8.93,125.41,59.38,3.58
434,aban,20,PT,1587838047,63,38.8,-9.45,63,12.75
435,ravar,40,AU,1587838049,51,-20.32,118.57,84.2,6.93
436,shelburne,90,UY,1587838051,82,-34.86,-56.05,66.2,18.34
437,nelson,75,RU,1587838024,74,64.56,39.83,33.8,8.95
438,dwarka,83,TZ,1587838054,63,-2.63,31.31,63.07,3.51
439,calvinia,90,CA,1587838056,53,53,-122.5,50,9.17
440,tabiauea,69,NO,1587838058,79,62.2,5.58,45,8.01
441,qaqortoq,76,DE,1587838060,57,52.53,13.69,57.99,5.82
442,safford,57,RU,1587838062,94,67.63,134.63,20.75,4.9
443,kieta,43,MN,1587838063,34,45.76,106.27,48.85,5.57
444,kudat,96,RU,1587838065,66,50.63,38.69,53.53,8.66
445,qujing,40,IT,1587838066,46,45.61,10.53,73.99,8.05
446,nova olinda do norte,99,VU,1587838068,83,-13.88,167.55,80.71,23
447,ekibastuz,20,CN,1587838069,30,41.12,80.26,67.1,6.78
448,cayenne,51,GB,1587838070,58,50.8,-1.09,59,4.7
449,axim,90,CF,1587838071,79,4.65,22.26,72.07,2.89
450,japura,1,US,1587838072,37,31.71,-98.99,69.8,10.29
451,sretensk,100,NO,1587838074,90,70.86,29.09,33.3,26.96
452,hofn,1,US,1587838075,50,32.35,-85.2,81,5.82
453,buraydah,84,GB,1587837782,65,60.15,-1.15,46.4,3.36
454,itarare,20,EC,1587838078,74,-0.9,-89.6,84.2,12.75
455,constitucion,20,FR,1587838079,82,48.38,-4.62,57.2,9.17
456,dalianwan,94,ML,1587838080,13,18.9,-3.53,98.89,13.04
457,siimusti,75,US,1587838082,70,25.47,-80.48,91,11.41
458,praia da vitoria,81,SE,1587838083,48,65.83,21.69,41,14.99
459,nome,99,ID,1587838084,79,-2.88,108.27,81.27,4.65
460,caravelas,100,RU,1587838086,96,51.2,136.67,28.89,6.2
461,sirtich,92,RU,1587838087,94,50.72,136.63,27.03,7.4
462,gurupi,0,NE,1587838088,8,18.69,12.92,96.37,10.16
463,ulaanbaatar,45,CN,1587838090,50,49.6,117.43,37.94,3.91
464,nemuro,67,BR,1587838091,30,-29.68,-53.81,88.99,5.53
465,maldonado,90,GL,1587838092,80,60.92,-46.05,35.6,10.29
466,sinnamary,77,BR,1587838094,57,-11.75,-44.91,81.18,6.17
467,willowmore,0,MU,1587838095,89,-19.98,57.61,75.99,4
468,airai,95,RU,1587838096,72,54.77,38.88,43,7.02
469,colares,73,IS,1587838098,73,65.08,-22.73,40.73,7.47
470,tidore,81,MN,1587838099,38,48.81,103.53,51.64,3.42
471,port hedland,19,CF,1587838100,44,4.94,15.87,81.46,1.79
472,paso de carrasco,76,LY,1587838101,22,30.33,10.85,75.6,18.86
473,severodvinsk,20,ES,1587838102,100,38.38,-4.85,60.8,4.7
474,biharamulo,86,AU,1587838104,82,-28.77,114.6,64.4,10.29
475,quesnel,2,MN,1587838105,45,46.68,113.28,36.39,3.06
476,chagda,79,CO,1587838106,48,1.2,-70.17,90.03,4.94
477,larsnes,97,CN,1587838107,60,29.29,121.42,61,4.21
478,neuenhagen,98,MV,1587838108,73,0.53,72.93,84.9,9.66
479,batagay,99,RU,1587838109,76,60.06,71.48,35.83,8.99
480,mandalgovi,3,NL,1587838111,44,51.38,5.71,60.01,8.05
481,alekseyevka,1,MX,1587838112,22,29.57,-104.42,80.6,12.75
482,salo,98,ID,1587838113,81,-6.88,112.21,79.86,3.8
483,sola,1,US,1587838114,24,45.68,-111.04,53.6,6.71
484,aksu,98,BR,1587838116,89,-5.12,-60.38,78.57,2.15
485,portsmouth,37,BR,1587838117,50,-8.75,-67.4,92.3,2.71
486,gambo,1,US,1587837953,31,27.91,-97.15,89.6,17.22
487,brownwood,21,MX,1587838119,7,27.75,-107.63,77.9,1.79
488,berlevag,14,RU,1587838121,51,48.58,45.74,53.11,11.07
489,russell,99,ID,1587838123,81,-0.95,122.79,79.5,10.69
490,lerwick,92,CN,1587838124,66,22.79,100.97,58.69,2.42
491,puerto baquerizo moreno,85,NU,1587838126,100,-19.06,-169.92,71.6,1.12
492,plouzane,20,BJ,1587838127,79,6.5,2.6,86,16.11
493,araouane,0,TR,1587838128,58,40.89,26.9,48.94,6.76
494,homestead,100,NO,1587838129,91,71.04,27.85,32.9,24
495,boden,20,BO,1587838130,22,-17.39,-66.16,80.6,2.24
496,manggar,80,CD,1587838131,78,-5.25,14.87,72.75,5.28
497,bolungarvik,90,CA,1587838133,85,60.82,-115.8,12.2,8.05
498,gorin,26,CF,1587838134,48,4.32,17.47,83.34,3.04
499,solnechnyy,98,UA,1587838135,74,49.25,30.11,52.23,10.56
500,bilma,83,IN,1587838136,64,27.92,96.17,66.56,3.11
501,sinkat,0,MG,1587838138,78,-20.28,44.28,78.89,7.54
502,manzhouli,1,US,1587838139,31,27.88,-97.21,87.8,17.22
503,karamay,40,US,1587838141,65,29.6,-90.72,88,8.05
504,santa maria,98,RU,1587838142,70,58.69,99.18,53.17,7.65
505,narsaq,75,TR,1587838143,41,37.57,44.29,59,11.41
506,riachao das neves,1,CA,1587838144,42,45.62,-61.35,48.99,12.75
507,cap malheureux,100,RU,1587838145,47,51.32,42.77,57.99,5.01
508,zaraysk,99,ES,1587838147,45,42.04,0.13,69.8,5.82
509,stykkisholmur,20,JM,1587838148,70,17.88,-76.41,87.01,20.8
510,bulgan,72,RU,1587838149,96,63.9,122.76,30.69,5.59
511,carnot,100,RU,1587838150,77,54.03,44.42,48.43,12.77
512,nalut,56,KZ,1587838152,55,48.68,71.64,45.63,9.33
513,pozoblanco,0,EG,1587838153,21,24.09,32.91,79.09,11.79
514,geraldton,75,US,1587837950,66,41.3,-82.98,55.99,20.8
515,baruun-urt,18,IS,1587838156,77,64.89,-23.71,40.69,16.87
516,kegayli,0,SD,1587838157,10,14.2,24.67,79.09,10.47
517,mitu,40,BR,1587838158,83,-0.13,-67.09,82.4,6.93
518,ninghai,100,BS,1587838159,69,26.54,-77.06,83.37,11.56
519,thinadhoo,1,CA,1587838160,19,49.78,-74.85,33.8,10.29
520,salym,40,BR,1587838161,65,-15.86,-38.88,82.4,6.93
521,macaboboni,21,IQ,1587838110,34,33.34,44.4,80.6,14.99
522,someren,85,RU,1587838164,75,57.84,108.35,43,5.28
523,ojinaga,17,RU,1587838165,44,50.15,48.57,53.11,11.92
524,labuhan,75,IL,1587837913,63,32.82,34.99,66.2,9.17
525,bozeman,72,KH,1587838168,82,11.99,105.46,78.62,3.74
526,novo aripuana,50,CL,1587838169,18,-28.57,-70.76,79.75,8.46
527,boca do acre,1,QA,1587838170,26,25.21,50.81,93,9.17
528,ji-parana,20,US,1587838172,77,21.35,-158.09,75.2,3.36
529,aransas pass,20,CA,1587838173,61,55.1,-105.28,50,8.05
530,creel,1,US,1587838175,31,45.51,-92.98,66.2,3.36
531,kapustin yar,75,RU,1587838176,96,69.2,33.45,32,11.18
532,luwuk,100,GL,1587838177,88,61.99,-49.67,34.57,8.95
533,simao,100,RU,1587838178,96,60.91,61.52,31.15,7.56
534,alofi,100,RU,1587838180,86,69.49,88.4,28.4,24.61
535,porto novo,1,ZA,1587838181,78,-25.43,31.95,70.18,8.79
536,warqla,90,US,1587838005,87,45.52,-122.68,57.99,8.05
537,malkara,52,MG,1587838183,90,-14.27,50.17,76.64,5.66
538,mehamn,83,AR,1587838184,80,-38.55,-58.74,63,10
539,cochabamba,61,IN,1587838033,79,11.67,92.75,85.24,8.77
540,mbanza-ngungu,92,NC,1587838187,73,-21.35,165.15,70.39,7.74
541,hay river,15,CL,1587838188,58,-29.95,-71.34,67.06,5.84
542,boda,29,PL,1587838189,76,54.79,18.4,50,13.87
543,zhashkiv,95,KZ,1587838190,55,44.51,50.26,58.05,12.39
544,tezu,82,CN,1587838191,80,48,122.72,33.67,4.47
545,morondava,13,GR,1587838193,51,38.02,22.75,62.01,5.21
546,ingleside,1,US,1587838194,29,42.17,-72.58,64.99,8.05
547,houma,93,LA,1587838196,79,19.89,102.13,71.64,2.44
548,kodinsk,1,BR,1587838197,39,-22.41,-47.56,82.4,4.7
549,yuksekova,93,CA,1587838198,79,43.75,-81.72,57.99,8.01
550,port hawkesbury,42,KZ,1587838199,49,45.41,79.92,57.54,3.78
551,kamenka,1,US,1587838201,34,39.47,-118.78,70,5.82
552,barbastro,,,,,,,,
553,morant bay,,,,,,,,
554,kysyl-syr,,,,,,,,
555,kadoshkino,,,,,,,,
556,atasu,,,,,,,,
557,aswan,,,,,,,,
558,clyde,,,,,,,,
559,olafsvik,,,,,,,,
560,kutum,,,,,,,,
561,sao gabriel da cachoeira,,,,,,,,
562,marsh harbour,,,,,,,,
563,chapais,,,,,,,,
564,belmonte,,,,,,,,
565,baghdad,,,,,,,,
566,alekseyevsk,,,,,,,,
567,aleksandrov gay,,,,,,,,
568,haifa,,,,,,,,
569,kampong cham,,,,,,,,
570,vallenar,,,,,,,,
571,umm bab,,,,,,,,
572,rawannawi,,,,,,,,
573,makakilo city,,,,,,,,
574,la ronge,,,,,,,,
575,north branch,,,,,,,,
576,polyarnyy,,,,,,,,
577,bacuit,,,,,,,,
578,paamiut,,,,,,,,
579,ous,,,,,,,,
580,talnakh,,,,,,,,
581,komatipoort,,,,,,,,
582,portland,,,,,,,,
583,sambava,,,,,,,,
584,necochea,,,,,,,,
585,port blair,,,,,,,,
586,poya,,,,,,,,
587,coquimbo,,,,,,,,
588,wladyslawowo,,,,,,,,
589,fort-shevchenko,,,,,,,,
590,zalantun,,,,,,,,
591,kiato,,,,,,,,
592,hampden,,,,,,,,
593,luang prabang,,,,,,,,
594,rio claro,,,,,,,,
595,goderich,,,,,,,,
596,sarkand,,,,,,,,
597,fallon,,,,,,,,
